file_id,clean_id,condition,wer,wer_percent,reference,hypothesis
librispeech_6_noise0.0050,librispeech_6,adversarial,0.05555555555555555,5.555555555555555,"We believe in a literal resurrection and an actual hereafter, in which future states shall be recognized every sanctified and authorized relationship existing here on Earth, of parent and child, brother and sister, husband and wife.","We believe in a literal resurrection and an actual hereafter in which future states shall be recognized every sanctified and authorised relationship existing here on Earth, of parent and child, brother and sister, husband and wife."
librispeech_6_noise0.0100,librispeech_6,adversarial,0.1111111111111111,11.11111111111111,"We believe in a literal resurrection and an actual hereafter, in which future states shall be recognized every sanctified and authorized relationship existing here on Earth, of parent and child, brother and sister, husband and wife.","We believe in a literal resurrection and an actual hereafter in which future states shall be recognized every sanctified and authorised relationship existing here on Earth. Of parent and child, brother and sister, husband and wife."
librispeech_6_noise0.0200,librispeech_6,adversarial,0.05555555555555555,5.555555555555555,"We believe in a literal resurrection and an actual hereafter, in which future states shall be recognized every sanctified and authorized relationship existing here on Earth, of parent and child, brother and sister, husband and wife.","We believe in a literal resurrection and an actual hereafter in which future states shall be recognized every sanctified and authorized relationship existing here on Earth, a parent and child, brother and sister, husband and wife."
librispeech_6_noise0.0500,librispeech_6,adversarial,0.3333333333333333,33.33333333333333,"We believe in a literal resurrection and an actual hereafter, in which future states shall be recognized every sanctified and authorized relationship existing here on Earth, of parent and child, brother and sister, husband and wife.","We believe in a literal resurrection, an actual hereafter, in which future states shall be recognized every sanctified of authorized relationship existing throughout Earth. A paraded child, brother and sister, has been invited."
librispeech_7_noise0.0050,librispeech_7,adversarial,0.06349206349206349,6.349206349206349,"It has been my privilege to tread the soil of many lands, to observe the customs and study the habits of more nations than one. And I have yet to find the place and meet the people, where and with whom the purity of man and woman is held more precious than among the maligned Mormons and the mountain valleys of the West.","It has been my privilege to tread the soil of many lands, to observe the customs and study the habits of more nations than one. Now I have yet to find the place and meet the people, wherein with whom the purity of man and woman is held more precious than among the maligned Mormons and the mountain valleys of the west."
librispeech_7_noise0.0100,librispeech_7,adversarial,0.06349206349206349,6.349206349206349,"It has been my privilege to tread the soil of many lands, to observe the customs and study the habits of more nations than one. And I have yet to find the place and meet the people, where and with whom the purity of man and woman is held more precious than among the maligned Mormons and the mountain valleys of the West.","It has been my privilege to tread the soil of many lands, to observe the customs and study the habits of more nations than one. I have yet to find the place and meet the people, wherein with whom the purity of man and woman is held more precious than among the maligned Mormons and the mountain valleys of the west."
librispeech_7_noise0.0200,librispeech_7,adversarial,0.0,0.0,"It has been my privilege to tread the soil of many lands, to observe the customs and study the habits of more nations than one. And I have yet to find the place and meet the people, where and with whom the purity of man and woman is held more precious than among the maligned Mormons and the mountain valleys of the West.","It has been my privilege to tread the soil of many lands, to observe the customs and study the habits of more nations than one. And I have yet to find the place and meet the people, where and with whom the purity of man and woman is held more precious than among the maligned Mormons and the mountain valleys of the West."
librispeech_7_noise0.0500,librispeech_7,adversarial,0.30158730158730157,30.158730158730158,"It has been my privilege to tread the soil of many lands, to observe the customs and study the habits of more nations than one. And I have yet to find the place and meet the people, where and with whom the purity of man and woman is held more precious than among the maligned Mormons and the mountain valleys of the West.","It has been my privilege to tread the soil of the land to observe the customs and studying habits of the nations with one. I have yet to find the place I meet the people, where and with the purity of many women, it has held more pressures than among the blind, morbid, and boundless of the West."
librispeech_8_noise0.0050,librispeech_8,adversarial,0.0,0.0,"Moreover, had the people been inclined to rebellion, what greater opportunity could they have wished?","Moreover, had the people been inclined to rebellion, what greater opportunity could they have wished?"
librispeech_8_noise0.0200,librispeech_8,adversarial,0.0,0.0,"Moreover, had the people been inclined to rebellion, what greater opportunity could they have wished?","Moreover, had the people been inclined to rebellion, what greater opportunity could they have wished?"
librispeech_8_noise0.0500,librispeech_8,adversarial,0.6,60.0,"Moreover, had the people been inclined to rebellion, what greater opportunity could they have wished?","Moreover, how do people getting fined to their value? What greater opportunities would they have wished?"
librispeech_9_noise0.0050,librispeech_9,adversarial,0.16666666666666666,16.666666666666664,The army sounded people in poverty and left them in comparative wealth.,The army found the people in poverty and left them in comparative wealth.
librispeech_9_noise0.0100,librispeech_9,adversarial,0.0,0.0,The army sounded people in poverty and left them in comparative wealth.,The army sounded people in poverty and left them in comparative wealth.
librispeech_9_noise0.0200,librispeech_9,adversarial,0.16666666666666666,16.666666666666664,The army sounded people in poverty and left them in comparative wealth.,The army found the people in poverty and left them in comparative wealth.
librispeech_9_noise0.0500,librispeech_9,adversarial,0.5,50.0,The army sounded people in poverty and left them in comparative wealth.,The army found the people in poverty and left them in the terror as well.
